"url","reason","publication","other_publications"
"https://clinicaltrials.gov/show/NCT00042835","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00042887","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00042952","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00043004","low accrual","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00043459","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00043810","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00044785","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00045591","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00045617","Closed due to lack of drug availability.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00045721","Poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00046709","Discontinued due to non-enrollment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00047333","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00047632","futility","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00048100","Slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00048659","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00048893","The study was closed to accrual due to very poor enrollment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00049088","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00049582","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00049608","Principal investigator [PI] has left institution.","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00049660","low accrual","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00049959","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00050297","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00050336","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00050375","Study closed by sponser","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00050687","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00051532","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00051545","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00051584","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00051688","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00051701","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00052377","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00052585","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00052598","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00052715","prematurely discontinued after results of the EORTC phase-3 study defined the SOC for newly
    diagnosed GMB pts as RT plus concomitant and adjuvant TMZ","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00052884","Slow accrual and changes in clinical practice","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00053014","Poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00053833","lack of accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00053911","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00053950","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00054067","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00054184","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00054197","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00054210","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00054405","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00054834","lack of accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00055432","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00056056","poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00057343","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00057382","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00057447","administrative reasons","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00057954","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058188","Closed by the research committee","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058214","Did not meet interim stopping criteria for continuation to the second stage.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058266","Data Monitoring Committee cited poor accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058448","Study terminated due to poor patient recruitment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058461","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058747","Business decision of the sponsor","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058773","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00058825","Slow accrual due to practice changes meant study would take too long to finish","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00060008","Study was closed early due to poor accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00060112","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00060294","no accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00060346","slow accrual","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00060385","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00060671","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00060710","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00061646","Enrollment suspended based upon interim analysis; subjects allowed to stay on study until
    disease progression.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00061958","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00062023","Study closed by the NCI.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00062231","low accrual","No citations listed","No documents listed"
